NOME,APELIDO,ID,FOTO,NOMES_CIENTIFICOS,N_SEMENTES_G,N_DIAS_GERMINACAO,NECESSIDADE_HA,CICLO_DIAS_INV,CICLO_DIAS_VER,ESPACAMENTO_LINHA_PLANTAS,EPOCA_PLANTIO_R1,EPOCA_PLANTIO_R2,EPOCA_PLANTIO_R3,DESCRICAO,TAMANHO
Rabanete,APOLO,228,"","[""Radish Apolo"", ""Rabanito Apolo"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz globular vermelha. Uniformidade na emergência de plântulas. Excelente uniformidade das raízes. Alto percen-tual de raízes aproveitáveis. Baixo índice de isoporização.,
Rabanete Híbrido,MARGARET QUEEN,230,"","[""Radish Hybrid Margaret Queen"", ""Rabanito Hibrido Margaret Queen"", ""Raphanus sativus""]",120,4 - 10,10KG,"",,30 x 5,R1 Mar - Ago,R2 Fev - Nov,R3 Todo ano,"Raiz globular vermelha. Tolerante à rachadura, isopori-zação. Raízes uniformes e crocantes.",
Rabanete,SAXA,220,"","[""Radish Early Scarlet Globe"", ""Rabanito Redondo Rojo Temprano"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz globular vermelha.,
Rabanete,SPARKLER,222,"","[""Radish Sparkler"", ""Rabanito Sparkler"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz globular vermelha com ponta branca.,
Rabanete,MEIO-COMPRIDO AMAGER,223,"","[""Radish French Breakfast"", ""Rabanito Medio Largo Punta Blanca"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 -,R3 -,Raiz cilíndrica vermelha com a ponta branca.,
Rabanete,BRANCO COMPRIDO,224,"","[""Radish White Icicle Long"", ""Rabanito Blanco Largo"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Fev - Nov,R2 Todo ano,R3 -,Raiz cilíndrica-afilada branca.,
Rabanete,VERMELHO COMPRIDO,225,"","[""Radish Long Scarlet Short Top"", ""Rabanito Rojo Largo"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz cilíndrica-afilada vermelha.,
Rabanete,COMETA,226,"","[""Radish Comet"", ""Rabanito Cometa"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz globular vermelha.,
Rabanete,GIGANTE SICULO,229,"","[""Radish Siculo Giant"", ""Rabanito Gigante Siculo"", ""Raphanus sativus""]",120,4 - 10,15KG,"",,30 x 5,R1 Mai - Ago,R2 Fev - Nov,R3 Todo ano,Raiz globular vermelha .,
Repolho Híbrido,ESMERALDA,235,"","[""Cabbage Hybrid Esmeralda"", ""Repollo Hibrido Esmeralda"", ""Brassica oleracea var. capitata""]",230,5 - 10,0.250KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Jan - Dez,"Destaca-se em zonas altas e frias. Muito boa capacidade de perma-necer no campo. Tem forma mediana achatada, perto de ser redondo.Plantio para todo ano em zonas tropicais, semitropicais e temperadas.Cabeça muito firme, com excelente resistência a rachaduras e seca.",
Repolho Híbrido,BLUE CANYON,243,"","[""Cabbage Hybrid Blue Canyon"", ""Repollo Hibrido Blue Canyon"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.20KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Todo ano,"Cabeça extrafirme e arredondada com uniformidade.Tolerância à Black Rot e Fusarium Yellows. Ótima adaptação na oscilação de temperatura e excelente no transporte. Peso médio 1,6-2,0kg.",
Repolho Híbrido,FUYUTOKYO KOBAYASHI,244,"","[""Cabbage Hybrid Fuyutokio Kobayashi"", ""Repollo Hibrido Fuyutokio Kobayashi"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.200KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Todo ano,"Frutos de cabeça firme, redonda e verde. Colheita uniforme. Vigoroso, com ótima foliação. Boa adaptação na oscilação de temperatura e excelente no transporte. Tolerante a altas temperaturas. Peso médio 2,0-2,3kg.",
Repolho Híbrido,ROXO STAR RED,236,"","[""Cabagge Hybrid Purple Star Red "", ""Repollo Hibrido Púrpura Star Red "", ""Brassica oleracea var. capitata""]",288,5 - 10,0.15KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Jan - Dez,"Cabeça roxa de muito boa qualidade, compacta, muito sólida internamente e com ""coração"" muito curto. Resistente à floração e boa capacidade para permanecer no campo. Ampla adapta-bilidade. Excelente para transporte de grandes distâncias.",
Repolho Híbrido,ROXO SUPER RED,246,"","[""Cabbage Hybrid Super Red"", ""Repollo Hibrido Rojo"", ""Brassica oleracea var. capitata""]",250,5 - 10,0.200KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Todo ano,"Cabeça roxa, de formato redondo e compacta. Muito precoce. Folhas firmes. Alta uniformidade. Tolerante à umidade. Excelente sanidade. Cultivo o ano todo. Resistente ao transporte.",
Repolho,CHATO DE QUINTAL,237,"","[""Cabbage Erly Flat Dutch"", ""Repollo Chato Temprano"", ""Brassica olaracea var. capitata""]",280,5 - 10,0.15KG,"",,80 x 50,R1 Mar - Jun,R2 Mar - Jul,R3 Fev - Jul,Cabeça chata de cor verde.,
Repolho,CORAÇÃO-DE-BOI,238,"","[""Cabbage Early Jersey Wakefield"", ""Repollo Jersey Wekefield"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.15KG,"",,80 x 50,R1 Mar - Jun,R2 Mar - Jul,R3 Fev - Jul,Cabeça cônica de cor verde.,
Repolho,CRESPO DE MILÃO,239,"","[""Cabbage Curled"", ""Repollo Crespo"", ""Brassica oleracea var. capitata""]",300,5 - 10,0.250KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Todo ano,Cabeça redonda de cor verde. Folhas crocantes.,
Repolho,LOUCO DE VERÃO,240,"","[""Cabbage Louco Summer"", ""Repollo Loco Verano"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.150KG,"",,80 x 50,R1 Todo ano,R2 Ago - Mar,R3 Ago - Fev,Cabeça redonda de cor verde. Tolerante à Xanthomonas.,
Repolho,60 DIAS,242,"","[""Cabbage Early Round Dutch"", ""Repollo Redondo Temprano"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.15KG,"",,80 x 50,R1 Mar - Jun,R2 Mar - Jul,R3 Fev - Jul,Cabeça redonda de cor verde.,
Repolho,ROXO,241,"","[""Cabbage Mammoth Red Rock "", ""Repollo Rojo"", ""Brassica oleracea var. capitata""]",280,5 - 10,0.15KG,"",,80 x 50,R1 Mar - Nov,R2 Fev - Nov,R3 Todo ano,Cabeça redonda de cor roxa.,
Rúcula,DONATELLA,254,"","[""Rocket Donatella"", ""Rucula Donatella"", ""Eruca sativa""]",590,4 - 7,3.00KG,"",,20 x 15,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa verde-escura. Uniformidade na emergência de plântulas. Precocidade; uniformidade do ponto de colheita/corte. Indicada para produção de baby leaf. Disponível peletizada.,
Rúcula,ANTONELLA (CULTIVADA),255,"","[""Rocket Antonella "", ""Rucula Antonella"", ""Eruca sativa""]",560,4 - 7,3.00KG,"",,20 x 15,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folhas cor verde-escura. Uniformidade na emergência de plântulas e do ponto de colheita. Indicada para produção de baby leaf. Disponível peletizada.,
Rúcula,ROKITA,256,"","[""Rocket Rokita"", ""Rucula Rokita"", ""Eruca sativa""]",580,4 - 10,2.00KG,"",,20 x 15,R1 Todo ano,R2 Todo ano,R3 Todo ano,"Planta com folhas verdes brilhantes, repecadas e muito aromática. Fácil rebrote.",
Rúcula,GIGANTE FOLHA LARGA,247,"","[""Rocket Giant "", ""Rucula Gigante"", ""Eruca sativa""]",720,4 - 7,2.30KG,"",,20 x 15,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa de cor verde-escura. Fácil rebrote.,
Rúcula,CULTIVADA,248,"","[""Rocket "", ""Rucula"", ""Eruca sativa""]",720,4 - 7,2.30KG,"",,20 x 15,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa de cor verde-escura. Fácil rebrote.,
Rúcula,SILVESTRE,249,"","[""Wild Rocket "", ""Rucula silvatica"", ""Diplotaxis erucoides""]",5200,4 - 8,2.50KG,"",,Lanço 1 x 5,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa recortada de cor verde-escura. Fácil rebrote.Indicada para produção de baby leaf. Disponível peletizada.,
Salsa,GRAÚDA PORTUGUESA,251,"","[""Parsley Dark Green Italian "", ""Perejil Grande Italiano"", ""Petroselinum crispum""]",550,10 - 28,2.00KG,"",,Linhas 40cm,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa grande de cor verde-escura. Fácil rebrote.Usada como tempero.,
Salsa,CRESPA,252,"","[""Parsley Moss Curled "", ""Perejil Crespo"", ""Petroselinum crispum""]",550,10 - 28,1.500KG,"",,30 x 10,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha crespa verde-escura. Fácil rebrote. Usada com orna-mental ou tempero.,
Salsa,LISA,253,"","[""Parsley Plain "", ""Perejil Liso"", ""Petroselinum crispum""]",550,10 - 28,2.00KG,"",,40 x 10,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,Folha lisa de cor verde. Fácil rebrote. Usada como tempero.,
Tomate Cereja Híbrido,CHIPANO LONGA VIDA SAIS,266,"","[""Cherry Tomato Hybrid Chipano Long Self Life"", ""Tomate Cerejo Hibrido Chipano LSL"", ""Lycopersicon lycopersicum""]",400,5 - 14,0.150KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Cereja redonda, sabora e levemente doce. Coloração ver-melha intensa brilhante. Recomenda-se a venda em pencas para facilitar a colheita. Muito produtiva.",
Tomate Híbrido,WANDA CEREJA,267,"","[""Tomato Hybrid Wanda"", ""Tomate Hibrido Wanda"", ""Lycopersicon lycopersicum""]",530,5 - 14,0.100KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Cereja redonda, entrenós muito curtos, cachos muitoregulares, coloração vermelho brilhante na maturação.Altamente produtiva. Resistência: ToMV, TSWV, Ff: 1-5,Fol:0,1, Va e Vd.",
Tomate Híbrido,TIGRE,289,"","[""Tomato Hybrid Tigre"", ""Tomate Hibrido Tigre"", ""Lycopersicon lycopersicum""]",350,5 - 14,0.100KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Fruto tigrado de verde a vermelho, com boa durabilidadepós colheita. Ótima qualidade de planta. Resistência: TMV,F2, N, V.",
Tomate Híbrido,DOLCETTO,285,"","[""Tomato Hybrid Dolcetto Grape"", ""Tomate Hibrido Dolcetto Grape"", ""Lycopersicon lycopersicum""]",660,5 - 14,0.080KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Grape, coloração vermelho intenso, resistente a rachaduras.Brix atinge até 10-11, muito doce. Resistência: ToMV, Fol:0,1, Va.",
Tomate Híbrido,SORBETTO,286,"","[""Tomato Hybrid Sorbetto Mini San Marzano"", ""Tomate Hibrido Sorbetto Mini San Marzano"", ""Lycopersicon lycopersicum""]",745,5 - 14,0.060KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Cereja formato 'mini-italiano', coloração vermelho-escurana maturação. Brix atinge até 07-09, sabor especial.Resistência: ToMV, Fol: 0,1, Va, Vd.",
Tomate Híbrido,TUCANEIRO,271,"","[""Tomato Hybrid Tucaneiro"", ""Tomate Hibrido Tucaneiro"", ""Lycopersicun lycopersicum""]",310,5 - 14,0.100KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Tomate tipo baby cocktail. Fruto muito bonito. Resistência: V,F2, N, TMV, SW5, TY.",
Tomate Híbrido,OLIVER,272,"","[""Tomato Hybrid Oliver"", ""Tomate Hibrido Oliver"", ""Lycopersicun lycopersicum""]",440,5 - 14,0.100KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Planta vigorosa, cultivo em estufas e a campo aberto.Coloração vermelho brilhante na maturidade. Frutos alongados lisos que terminam com uma ponta peculiar, clássicoSan Marzano italiano. Resistência: TMV, V, F1 e N.",
Tomate Híbrido,AKRAI,269,"","[""Tomato Hybrid Akrai "", ""Tomate Hibrido Akrai"", ""Lycopersicon lycopersicum""]",320,5 - 14,0.10KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Frutos grandes e uniformes de formato globular. Tipo longa- vida. Alta produtividade. ,
Tomate Híbrido,JACARANDÁ,280,"","[""Tomato Hybrid Jacaranda "", ""Tomate Hibrido Jacaranda"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.06KG,"",,100 x 50,R1 Todo ano ,R2 Ago - Dez,R3 Ago - Jan,"Planta rústica de fácil cultivo, com excelente sanidade e produção. Fruto vermelho intenso e sem manchas em condições desfavoráveis de temperatura.",
Tomate Híbrido,CAJUEIRO,281,"","[""Tomato Hybrid Cajueiro"", ""Tomate Hibrido Cajueiro"", ""Lycopersicun lycopersicum ""]",380,5 - 14,0.60KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Planta com inserção cálice pequena, internódios mais curtos. Ciclo médio precoce. Frutos redondos de coloração vermelho intenso na maturação, com alta durabilidade. Planta vigorosa, indicado para cultivo em estufas. ",
Tomate Híbrido,UMBU,282,"","[""Tomato Hybrid Umbu "", ""Tomate Hibrido Umbu"", ""Lycopersicun lycopersicum ""]",380,5 - 14,0.75KG,"",,100 x 50,R1 Todo ano,R2 Ago - Dez,R3 Ago - Jan,"Planta de internódio curto, tolerante ao florescimento com alta temperatura. Excelente sanidade e firmeza dos frutos.",
Tomate Híbrido,ARAUCARIA,284,"","[""Tomato Hybrid Araucaria "", ""Tomate Hibrido Araucaria"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.06KG,"",,100 x 50,R1 Todo ano,R2 Ago - Dez,R3 Ago - Jan,"Arquitetura de planta aberta, permeável à luz e facilidade na aeração. Muito tolerante à chuva. Excelente coloração na maturação e reduzida incidência de desordens de matu-ração. Maturação continua - sequencial de frutos.",
Tomate Híbrido,CAPITÃO,277,"","[""Tomato Hybrid Capitão"", ""Tomate Hibrido Capitão"", ""Lycopersicun lycopersicum""]",380,5 - 14,0.60KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Planta vigorosa, produtiva, de ciclo médio que se adapta em estufas e campo aberto. Frutos muito uniformes, brilhantes, de coloração verde-escura com ombros claros quando imaturos.",
Tomate Híbrido,CEDRO,278,"","[""Tomato Hybrid Cedro"", ""Tomate Hibrido Cedro"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.125KG,"",,100 x 50,R1 Todo ano,R2 Ago - Dez,R3 Ago - Jan,"Planta vigorosa de excelente adaptação a diversas regiões,épocas e zonas de cultivo. Tomate grande de excelentecoloração. Resistência V, F2, N, TMV, TSWV, TY.",
Tomate Híbrido,IPÊ,297,"","[""Tomato Hybrid Ipê"", ""Tomate Hibrido Ipê"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.125KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Fruto muito firme de tamanho médio a grande. Plantabastante compacta, apta para cultivo em estufa e campoaberto. Extremamente tolerante a Vira-Cabeça - TSWV.Resistência: V, F2, N, TMV, TSWV.",
Tomate Híbrido,BURITI,298,"","[""Tomato Hybrid Buriti"", ""Tomate Hibrido Buriti"", ""Lycopersicon lycopersicum""]",720,5 - 14,0.080KG,"",,100 x 50,R1 Fev - Nov,R2 Todo ano,R3 Todo ano,"Elevada produtividade e uniformidade dos frutos graudos.Resistência: V, F, TY.",
Tomate Híbrido,SÊNECA,287,"","[""Tomato Hybrid Seneca"", ""Tomate Hibrido Seneca Pandeo"", ""Lycopersicon lycopersicum""]",400,5 - 14,0.070KG,"",,120 x 60,R1 Abr - Jul,R2 Todo ano,R3 Todo ano,"Planta vigorosa, ciclo médio precoce adequada para cultivo emestufas e campo aberto. Fruto de formato de pera com estrias.Coloração verde-clara a vermelho intenso quando maduro.Sabor excelente. Resistência: ToMV, Ff:1-5, Fol :0,1, Va e Vd.",
Tomate Híbrido,VERÔNICA,288,"","[""Tomato Hybrid Veronica"", ""Tomate Hibrido Veronica"", ""Lycopersicon lycopersicum""]",330,5 - 14,0.090KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Raízes com formato cilíndrico de coração pequeno, comcoloração alaranjada intensa e de pele lisa. Com indicaçãode plantio no outono, inverno e primavera. Resistência:ToMV, Ff:1-5, For, Fol :0,1, Va e Vd.",
Tomate Híbrido,ANJICO,290,"","[""Tomato Hybrid Anjico"", ""Tomate Hibrido Anjico"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.125KG,"",,100 x 50,R1 Todo ano,R2 Ago - Dez,R3 Ago - Jan,"Cobertura foliar equilibrada, excelente resistência a TY, altaqualidade dos racimos, tamanho dos frutos medianos.",
Tomate Híbrido,TAIUVA,291,"","[""Tomato Hybrid Taíuva"", ""Tomate Hibrido Taíuva"", ""Lycopersicon lycopersicum""]",315,5 - 14,0.125KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Frutos medianos a grandes, elevada carga de produção e destaque na coloração. Resistência: N, F, V, TY.",
Tomate Híbrido,CANDEIA,292,"","[""Tomato Hybrid Candeia "", ""Tomate Hibrido Candeia"", ""Lycopersicun lycopersicum""]",380,5 - 14,0.100KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Planta produtiva de excelente carga. Frutos muito saborosos. Resistência: F2, V, TMV.",
Tomate Híbrido,CAMBARÁ,294,"","[""Tomato Hybrid Cambara "", ""Tomate Hibrido Cambara"", ""Lycopersicun lycopersicum""]",415,5 - 14,0.100KG,"",,100 x 50,R1 Todo ano,R2 Ago - Dez,R3 Ago - Jan,"O fruto possui ombros verdes suaves, porém desaparece ao amadurecer. Excelente firmeza e uniformidade de frutos, medianos a grandes. Resistência: F2, V, N, TMV, TY.",
Tomate Híbrido,ANGELIM,274,"","[""Tomato Hybrid Angelim"", ""Tomate Hibrido Angelim"", ""Lycopersicun lycopersicum""]",350,5 - 14,0.125KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Cultivo rasteiro ou semitutorado. Fruto uniforme, vermelho intenso. Elevado rendimento e ampla adaptação ao cultivo. Resistência: F2, V, N, TMV, TY.",
Tomate Híbrido,IMBUIA,276,"","[""Tomato Hybrid Imbuia "", ""Tomate Hibrido Imbuia"", ""Lycopersicun lycopersicum""]",345,5 - 14,0.115KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Cultivo rasteiro ou semitutorado. Planta muito produtiva, rústica e com estabilidade de produção. Resistência: F2, V, N, TMV, SW5, TY.",
Tomate,IPA 6,260,"","[""Tomato IPA 6 "", ""Tomate IPA 6"", ""Lycopersicon lycopersicum""]",350,5 - 14,0.350KG,"",,100 x 25,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Fruto globular. Crescimento determinado. Resistências: Fusarium, Verticillium, Nematoide e Craking. Planta vigorosa e produtiva; frutos firmes com excelente coloração interna e externa.",
Tomate,CEREJA,261,"","[""Cherry Tomato "", ""Tomate Cereza"", ""Lycopersicon lycopersicum ""]",450,5 - 14,0.150KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Fruto globular (pequenos), crescimento indeterminado. Usado em saladas.",
Tomate,SUPER MARMANDE (GAÚCHO/MAÇÃ),262,"","[""Tomato Super Marmande"", ""Tomate Super Marmande"", ""Lycopesicon licopersicum (L.) H.Karst => ""]",350,5 - 14,0.180KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Fruto globular com sulcos, crescimento indeterminado. Usado para saladas. Disponível peletizada.",
Tomate,SANTA CRUZ KADA (PAULISTA),263,"","[""Tomato Santa Cruz Kada"", ""Tomate Santa Cruz Kada"", ""Lycopersicon lycopersicum""]",350,5 - 14,0.180KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Fruto globular, crescimento indeterminado. Usado para saladas. Disponível peletizada.",
Tomate,RASTEIRO RIO GRANDE,265,"","[""Tomato Determinate Rio Grande "", ""Tomate Rastrero Rio Grande"", ""Lycopersicon lycopersicum""]",350,5 - 14,0.350KG,"",,100 x 25,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Fruto globular achatado. Crescimento determinado.Uso industrial e para saladas. Resistência à Verticilliume Fusarium 1 e 2.,
Tomate,SAN MARZANO,270,"","[""Tomato San Marzano "", ""Tomate San Marzano"", ""Lycopersicon lycopersicum""]",450,5 - 14,0.150KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Fruto cilíndrico alongado de cor vermelha, crescimento indeterminado. Frutos firmes e uniformes. Para saladae indústria.",
Tomate,SANTA CLARA I-5300,273,"","[""Tomato Santa Clara I - 5300 "", ""Tomate Santa Clara I - 5300"", ""Lycopesicon licopersicum""]",350,5 - 14,0.150KG,"",,100 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Fruto globular, crescimento indeterminado. Usado para saladas. Excelente produtividade. Resistência à Verticilliume Fusarium 1 e 2 e Stemphylium. Disponível peletizada.",
Alecrim,ROSMARINO,467,"","[""Rosemary"", ""Romero"", ""Rosmarinus officinalis""]",750,7 - 28,0.100KG,"",,120 x 90,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta perene com indicação de plantio no verão e inverno.Utilizam-se folhas e flores sem ramos. Usado na culinária,condimento de assados e grelhados; em farmácia para bronquite, estresse, asma, problemas de estômago e intestino.",
Aneto,ENDRO,468,"","[""Dill"", ""Aneto"", ""Anethum graveolens""]",630,7 - 21,0.400KG,"",,40 x 30,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Usam-se sementes inteiras ou moídas para culinária,panificação, tempero, molhos; em farmácia com infusãodas sementes para inflamações, estomatites e problemasde intestino.",
Anis,ERVA-DOCE,470,"","[""Anise"", ""Anis"", ""Pimpinella anisum""]",400,7 - 21,0.750KG,"",,50 x 20,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Usam-se as sementes e folhas frescas em saladas e peixes.Farmácia: para asma, estômago, insônia, excitação nervosae câimbras. As sementes em pó, misturadas à ração,aumentam a produção de leite em vacas.",
Arruda,RUTA DE CHEIRO FORTE,472,"","[""Rue"", ""Ruda"", ""Ruta graveolens""]",550,7 - 28,0.300KG,"",,50 x 40,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta perene que pode ser cultivada em vasos. Usada nafarmácia: contra cólicas menstruais, abcessos, espasmosdo intestino e vermífugo. Decocção, infusão e cataplasmas.Não deve ser usada por mulheres grávidas.",
Arruda,GRAÚDA,473,"","[""Rue"", ""Ruda"", ""Ruta graveolens""]",640,7 - 28,0.250KG,"",,50 x 40,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta perene com indicação de plantio no verão e inverno.Utilizam-se folhas e flores sem ramos. Usada na culinária, comocondimento de assados e grelhados; farmácia, para bronquite,estresse, asma, problemas de estômago e intestino. Em perfumariausado em óleos e essências.",
Camomila,VERDADEIRA/MAÇANILHA,474,"","[""Chamomile. True"", ""Manzanilla Verdadera"", ""Matricaria recutita""]",8500,7 - 14,0.100KG,"",,30 x 20,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Usam-se sementes inteiras ou moídas para culinária, empanificação, tempero, molhos; em farmácia, com infusãodas sementes para inflamações, estomatites e problemasde intestino.",
Cebolinha Híbrida,SAHARA,466,"","[""Onion Hybrid Sahara"", ""Cebollino Hibrido Sahara"", ""Allium fistulosum""]",750,4 - 10,0.850KG,"",,30 x 10,R1 Todo ano,R2 Todo ano,R3 Set - Mar,"Variedade que apresenta destaque no cultivo com temperaturaelevada, característica importante para semeaduras no Brasilno período de primavera - verão. Nas condições Centro-Oeste,Norte e Nordeste, recomenda-se semeadura o ano todo.",
Cebolinha Híbrida,ATLÂNTICA,469,"","[""Onio Hybrid Atlantica"", ""Cebollino Hibrido Atlantica"", ""Allium fistulosum""]",460,6 - 14,1.500KG,"",,30 x 10,R1 Mar - Jul,R2 Mar - Jul,R3 Mar - Jul,"Variedade recomendada para temperatura “amena”. Semeadura nasregiões Centro-Oeste e Sul no outono e inverno. Nas regiões serranas, mata atlântica, recomenda-se a semeadura de 15 de fevereiroao início de setembro. Resistente à oscilação de temperatura.",
Cebolinha,TODO ANO/CIBOULETTE,476,"","[""Chives"", ""Cebollina"", ""Allium schoenoprasum""]",870,6 - 14,1.200KG,"",,30 x 10,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta indicada de cultivo no verão e inverno de fácilrebrote. Usada na culinária, para temperar saladas, molhos,carnes em geral.",
Cerefólio,"",477,"","[""Chervil Common"", ""Perifolio Comum"", ""Anthriscus cerefolium""]",450,7 - 21,1.200KG,"",,40 x 15,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta indicada de cultivo no verão e inverno. Usada naculinária para saladas, molhos e omeletes. Em farmácia;depurativo, diurético e refrescante. Deve-se usar apenas asfolhas e não deixar a planta florescer.",
Cominho,VERDADEIRO,478,"","[""Comim"", ""Comino"", ""Cominum cyminum""]",330,5 - 14,1.500KG,"",,40 x 15,R1 Todo ano,R2 Todo ano,R3 Out - Dez,"Utilizada a planta na culinária; em queijos, salsichas, pãese conservas. Usam-se as sementes em licores e outras bebidas, é ótimo aperitivo por ser estimulante do estômago.",
Estragão Russo,ARTEMISIA,480,"","[""Tarragon Russian"", ""Estragon"", ""Artemisia dracunculus""]",6000,7 -21,0.500KG,"",,50 x 40,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta utilizada para culinária, usando as folhas para ascarnes, especialmente frangos. Para aromatizar vinagres,queijos, salsichas e pães. Na farmácia; o chá das folhasalivia cólicas menstruais.",
Funcho,DOCE/ERVA-DOCE DE CABEÇA,482,"","[""Fennel, Sweet"", ""Hinojo"", ""Foeniculum vulgare""]",225,7 - 14,2.5KG,"",,30 x 30,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta indicada para cultivo no verão e inverno. Usada na culinária, a cabeça para salada ou gratinada em pizzas e sopas. Na farmácia; toda a planta tem propriedade diuré-tica, expectorante e digestiva.",
Hissopo,ALFAZEMA DE CABOCLO,483,"","[""Hyssop"", ""Hissopo"", ""Hyssopus officinalis""]",950,7 - 14,0.500KG,"",,40 x 30,R1 Todo ano,R2 Todo ano,R3 Set - Mai,"Planta indicada de cultivo no verão e inverno. Usada na culinária, condimento de saladas e fabricação de licores. Na farmácia com excelentes propriedades terapêuticas contra asma, afecções bronquiais e distúrbios do estômago.",
